Matricule,Dispo,Presel,Enga,Comp
1626,[],[],[],"['CAFDF', 'CAFEMUL', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1629,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CEIRCH', 'CERRCH', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQIRCH', 'EQODHYM', 'EQOPD', 'EQRRCH', 'EQVSAV', 'EQVSR']"
1631,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CEFEMUL', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1639,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CG', 'CGFDF', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'CTIMP', 'CUIMP', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS', 'SAUVIMP']"
1641,[],[],[],"['CODVLR', 'MED']"
1647,[],[],[],"['CAVSAV', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQVSAV']"
1654,[],[],[],"['CODVLR', 'MED']"
1660,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CERRCH', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQRRCH', 'EQVSAV', 'EQVSR', 'SAV1']"
1661,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1666,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1683,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEMB', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1686,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQPELI', 'EQVSAV', 'EQVSR']"
1695,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CEIRCH', 'CERRCH', 'CG', 'CGFDF', 'CODEMB', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQIRCH', 'EQODHYM', 'EQOPD', 'EQRRCH', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS']"
1698,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CEIRCH', 'CEPELI', 'CERRCH', 'CG', 'CGFDF', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQIRCH', 'EQODHYM', 'EQOPD', 'EQPELI', 'EQRRCH', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFMOY', 'OFFRENS']"
1703,[],[],[],"['CODVLR', 'DSM', 'MED']"
1704,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'COCYNO', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'CTCYNO', 'CUCYNO', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1709,[],[],[],"['CODVLR', 'MED']"
1714,[],[],[],"['CAOPD', 'CEINC', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1721,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CG', 'CGFDF', 'CODEI', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS']"
1727,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'SAV1']"
1729,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1735,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1740,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CG', 'CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFPMA', 'OFFRAMA']"
1746,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CEIRCH', 'CEPELI', 'CERRCH', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQIRCH', 'EQODHYM', 'EQOPD', 'EQPELI', 'EQRRCH', 'EQVSAV', 'EQVSR']"
1750,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1756,[],[],[],"['CODVLR', 'MED']"
1764,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CG', 'CGFDF', 'CODEMB', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS']"
1769,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1773,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1788,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1789,[],[],[],"['CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1796,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQCELAR', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1806,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSR', 'CEINC', 'CG', 'CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFPMA', 'OFFRAMA']"
1809,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CODEMB', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1816,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CEIRCH', 'CERRCH', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQIRCH', 'EQODHYM', 'EQOPD', 'EQRRCH', 'EQVSAV', 'EQVSR']"
1818,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1824,[],[],[],"['CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV']"
1829,[],[],[],"['CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV']"
1830,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CEINC', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1836,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1843,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1846,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1850,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1852,[],[],[],"['CAFDF', 'CAFEMUL', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CEPELI', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQPELI', 'EQVSAV', 'EQVSR']"
1862,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CEINC', 'CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1875,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1882,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CG', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS']"
1884,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1900,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CEINC', 'CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1927,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'SAV1']"
1930,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CG', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS']"
1931,[],[],[],['MED']
1934,[],[],[],"['CAVSAV', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQVSAV']"
1950,[],[],[],"['CAFDF', 'CAVSAV', 'CAVSR', 'CEFEMUL', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1959,[],[],[],"['CODVLR', 'MED']"
1960,[],[],[],"['CAOPD', 'CAVSAV', 'CODEMB', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQODHYM', 'EQOPD', 'EQVSAV']"
1961,[],[],[],"['CAFDF', 'CAFEMUL', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1971,[],[],[],['MED']
1973,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQCELAR', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1978,[],[],[],"['CODBRRS', 'CODEI', 'CODEMB', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1980,[],[],[],"['CAINCTE', 'CAOPD', 'CAVSR', 'CEINC', 'CODVLR', 'CODVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSR']"
1986,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CEIRCH', 'CERRCH', 'CG', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQCELAR', 'EQFDF', 'EQINC', 'EQIRCH', 'EQODHYM', 'EQOPD', 'EQRRCH', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS']"
1987,[],[],[],['MED']
1988,[],[],[],"['CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
1989,[],[],[],"['CAVSAV', 'CAVSR', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2007,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2012,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CG', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS']"
2016,[],[],[],"['CAOPD', 'CAVSAV', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2029,[],[],[],"['CEINC', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV']"
2030,[],[],[],"['CAOPD', 'CAVSAV', 'CEINC', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2036,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CG', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS']"
2042,[],[],[],"['CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2045,[],[],[],"['CODVLR', 'PHARM']"
2055,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2058,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CEFEMUL', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'COFEMUL', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV']"
2064,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2068,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSR', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSR']"
2070,[],[],[],"['CAVSAV', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQOPD', 'EQVSAV']"
2071,[],[],[],"['CAOPD', 'CAVSAV', 'CAVSR', 'CODBRRS', 'CODEI', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2072,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CAVSR', 'CECELAR', 'CEINC', 'CODBRRS', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'SAV1']"
2075,[],[],[],"['CAFDF', 'CAMEA', 'CAVSAV', 'CEINC', 'CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2083,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2085,[],[],[],"['CAOPD', 'CAVSAV', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV']"
2090,[],[],[],"['CAFDF', 'CAOPD', 'CAVSAV', 'CEINC', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2092,[],[],[],"['CAVSAV', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQVSAV', 'OBSHORU']"
2097,[],[],[],"['CODEI', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
2107,[],[],[],"['CAFDF', 'CAINCTE', 'CAMEA', 'CAOPD', 'CAVSAV', 'CEINC', 'CODBRRS', 'CODEI', 'CODEMB', 'CODPLHR', 'CODVLHR', 'CODVLR', 'CODVSAV', 'ECHEL', 'EOBVSAV', 'EQCELAR', 'EQCOD6P', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQSAL', 'EQVSAV', 'EQVSR', 'SAV1', 'SNL1']"
2109,[],[],[],"['CAFDF', 'CAFEMUL', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CG', 'CODVLHR', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR', 'OFFCRM', 'OFFEVAC', 'OFFGEST', 'OFFMOY', 'OFFPMA', 'OFFRAMA', 'OFFRENS', 'SAV1']"
2115,[],[],[],"['CAFDF', 'CAINCTE', 'CAOPD', 'CAVSAV', 'CAVSR', 'CEINC', 'CODVLR', 'CODVSAV', 'EOBVSAV', 'EQFDF', 'EQINC', 'EQODHYM', 'EQOPD', 'EQVSAV', 'EQVSR']"
